Date,Low,High,Close,Open
2023-08-04,139.32,143.63,139.57,141.06
2023-08-03,126.41,129.84,128.91,127.48
2023-08-02,126.82,130.23,128.21,130.154
2023-08-01,131.6199,133.69,131.69,133.55
2023-07-31,132.38,133.87,133.68,133.2
2023-07-28,129.33,133.01,132.21,129.69
2023-07-27,127.79,132.63,128.25,131.0
2023-07-26,126.11,129.08,128.15,126.51
2023-07-25,128.53,129.58,129.13,129.31
2023-07-24,128.35,131.66,128.8,130.305
2023-07-21,128.415,131.37,130.0,131.34
2023-07-20,129.33,134.7915,129.96,134.07
2023-07-19,132.53,135.99,135.36,133.39
2023-07-18,131.355,133.86,132.83,132.71
2023-07-17,133.21,135.62,133.56,134.56
2023-07-14,134.06,136.65,134.68,134.06
2023-07-13,132.71,134.67,134.3,134.04
2023-07-12,128.83,131.26,130.8,130.31
2023-07-11,127.35,129.77,128.78,127.75
2023-07-10,125.915,129.28,127.13,129.07
2023-07-07,128.1294,130.97,129.78,128.59
2023-07-06,127.37,128.73,128.36,128.25
2023-07-05,129.64,131.4,130.38,130.24
2023-07-03,130.065,131.85,130.22,130.82
2023-06-30,128.95,131.245,130.36,129.47
2023-06-29,127.255,129.26,127.9,128.77
2023-06-28,128.44,131.48,129.04,128.94
2023-06-27,127.55,130.085,129.18,128.63
2023-06-26,127.1,131.49,127.33,129.33
2023-06-23,128.28,130.84,129.33,129.11
2023-06-22,125.14,130.33,130.15,125.31
2023-06-21,123.85,126.73,124.83,125.64
2023-06-20,124.5,127.25,125.78,124.97
2023-06-16,125.3,127.9,125.49,127.71
2023-06-15,124.32,127.69,127.11,125.21
2023-06-14,124.12,126.95,126.42,126.7
2023-06-13,125.18,128.41,126.66,128.12
2023-06-12,123.53,126.78,126.57,124.02
2023-06-09,123.19,125.8,123.43,124.08
2023-06-08,122.2579,125.625,124.25,123.01
2023-06-07,120.63,127.365,121.23,127.01
2023-06-06,125.0,127.4,126.61,125.07
2023-06-05,123.03,125.8,125.3,123.36
2023-06-02,124.015,126.39,124.25,124.92
2023-06-01,119.93,123.49,122.77,120.69
2023-05-31,119.17,122.04,120.58,121.45
2023-05-30,119.855,122.92,121.66,122.37
2023-05-26,116.02,121.5,120.11,116.04
2023-05-25,114.31,116.87,115.0,116.63
2023-05-24,115.02,117.34,116.75,115.35
2023-05-23,113.78,117.14,114.99,114.27
2023-05-22,114.25,116.77,115.01,116.77
2023-05-19,115.7,118.31,116.25,118.16
2023-05-18,116.335,118.6,118.15,116.69
2023-05-17,114.22,115.83,115.5,114.89
2023-05-16,111.05,114.7899,113.4,111.05
2023-05-15,109.25,112.29,111.2,111.15
2023-05-12,109.3185,112.64,110.26,112.16
2023-05-11,110.49,113.28,112.18,111.03
2023-05-10,108.05,110.67,110.19,108.1
2023-05-09,105.1567,106.79,106.62,105.48
2023-05-08,104.7001,106.095,105.83,105.04
2023-05-05,103.55,105.76,105.655,104.27
2023-05-04,103.3117,105.39,104.0,104.04
2023-05-03,103.28,105.96,103.65,103.735
2023-05-02,101.15,103.9,103.63,101.47
2023-05-01,101.82,105.23,102.05,104.95
2023-04-28,104.33,109.48,105.45,107.73
2023-04-27,106.8,110.86,109.82,108.16
2023-04-26,104.1,106.62,104.98,105.04
2023-04-25,102.45,105.45,102.57,104.91
2023-04-24,105.07,109.23,106.21,107.655
2023-04-21,105.08,108.15,106.96,106.1
2023-04-20,103.21,105.25,103.81,103.53
2023-04-19,101.39,105.12,104.3,101.58
2023-04-18,101.52,104.2,102.3,103.95
2023-04-17,101.59,103.73,102.74,103.16
2023-04-14,101.11,103.2013,102.51,102.07
2023-04-13,98.71,102.57,102.4,98.95
2023-04-12,97.705,100.51,97.83,100.4
2023-04-11,99.01,101.0,99.92,100.8
2023-04-10,99.57,102.2,102.17,100.96
2023-04-06,99.8008,102.3817,102.06,100.75
2023-04-05,100.7506,103.91,101.1,103.91
2023-04-04,102.11,104.2,103.95,102.75
2023-04-03,101.43,103.29,102.41,102.3
2023-03-31,101.95,103.49,103.29,102.16
2023-03-30,101.01,103.04,102.0,101.55
2023-03-29,98.56,100.4218,100.25,98.69
2023-03-28,96.29,98.44,97.24,98.11
2023-03-27,97.08,99.34,98.04,99.07
2023-03-24,96.4,98.3,98.13,98.065
2023-03-23,97.62,101.06,98.71,100.43
2023-03-22,98.61,102.1,98.7,100.45
2023-03-21,98.0,100.845,100.61,98.14
2023-03-20,95.7,98.48,97.71,98.41
2023-03-17,97.455,100.66,98.95,99.79
2023-03-16,95.61,100.99,100.04,95.75
2023-03-15,93.07,96.67,96.2,93.22
2023-03-14,92.71,95.07,94.88,93.83
2023-03-13,88.12,94.02,92.43,89.97
2023-03-10,90.245,93.57,90.73,92.67
2023-03-09,92.18,96.21,92.25,93.68
2023-03-08,92.18,94.165,93.92,93.6
2023-03-07,92.78,95.09,93.55,94.06
2023-03-06,93.74,96.545,93.75,95.19
2023-03-03,92.66,94.94,94.9,92.74
2023-03-02,90.39,92.23,92.13,91.41
2023-03-01,91.59,94.68,92.17,93.87
2023-02-28,92.92,94.69,94.23,93.14
2023-02-27,93.14,94.78,93.76,94.28
2023-02-24,92.3186,94.14,93.5,93.53
2023-02-23,93.67,96.43,95.82,96.12
2023-02-22,94.8,97.01,95.79,95.1
2023-02-21,94.27,95.605,94.58,95.335
2023-02-17,95.65,97.94,97.2,97.8
2023-02-16,98.1,100.63,98.15,99.21
2023-02-15,98.45,101.17,101.16,99.09
2023-02-14,97.52,100.9207,99.7,98.41
2023-02-13,96.91,99.68,99.54,97.85
2023-02-10,96.23,98.8163,97.61,97.56
2023-02-09,97.57,101.78,98.24,101.32
2023-02-08,98.775,102.6699,100.05,102.04
2023-02-07,98.08,102.41,102.11,101.17
2023-02-06,100.65,103.9484,102.18,102.925
2023-02-03,102.52,108.78,103.39,105.26
2023-02-02,108.88,114.0,112.91,110.245
2023-02-01,101.24,106.24,105.15,102.53
2023-01-31,101.14,103.3484,103.13,101.155
2023-01-30,99.01,101.74,100.55,101.09
2023-01-27,99.53,103.485,102.24,99.53
2023-01-26,96.92,99.49,99.22,98.235
2023-01-25,91.52,97.24,97.18,92.56
2023-01-24,96.0,98.09,96.32,96.93
2023-01-23,95.86,97.78,97.52,97.56
2023-01-20,93.2025,97.354,97.25,93.86
2023-01-19,92.86,95.44,93.68,94.74
2023-01-18,95.38,99.32,95.46,97.25
2023-01-17,95.73,98.89,96.05,98.68
2023-01-13,94.12,98.37,98.12,94.18
2023-01-12,93.5,97.19,95.27,96.93
2023-01-11,90.93,95.26,95.09,90.93
2023-01-10,87.29,90.185,89.87,87.57
2023-01-09,87.08,89.48,87.36,87.46
2023-01-06,81.43,86.4,86.08,83.03
2023-01-05,83.07,85.42,83.12,85.33
2023-01-04,83.36,86.98,85.14,86.55
2023-01-03,84.205,86.96,85.82,85.46
2022-12-30,82.47,84.05,84.0,83.12
2022-12-29,82.55,84.55,84.18,82.87
2022-12-28,81.69,83.48,81.82,82.8
2022-12-27,83.0,85.35,83.04,84.97
2022-12-23,82.9344,85.78,85.25,83.25
2022-12-22,82.25,85.68,83.79,85.52
2022-12-21,85.21,87.225,86.77,86.175
2022-12-20,84.33,86.61,85.19,85.33
2022-12-19,84.51,87.63,84.92,87.51
2022-12-16,86.73,89.35,87.86,88.265
2022-12-15,87.47,89.97,88.45,89.89
2022-12-14,89.87,93.4581,91.58,92.502
2022-12-13,90.52,96.25,92.49,95.23
2022-12-12,87.87,90.58,90.55,89.21
2022-12-09,88.63,90.3,89.09,88.9
2022-12-08,87.88,90.86,90.35,89.24
2022-12-07,87.48,89.89,88.46,88.34
2022-12-06,87.9,91.04,88.25,90.5
2022-12-05,90.82,94.06,91.01,93.05
2022-12-02,93.78,95.36,94.13,94.475
2022-12-01,94.92,97.23,95.5,96.99
2022-11-30,91.525,96.54,96.54,92.47
2022-11-29,91.44,94.41,92.42,94.04
2022-11-28,93.43,96.4,93.95,93.93
2022-11-25,93.065,94.43,93.41,93.79
2022-11-23,92.83,94.58,94.13,93.24
2022-11-22,90.87,93.35,93.2,92.62
2022-11-21,90.59,95.02,92.46,93.97
2022-11-18,92.48,95.99,94.14,95.95
2022-11-17,94.03,96.97,94.85,95.37
2022-11-16,95.54,98.4879,97.12,96.85
2022-11-15,97.34,103.79,98.94,103.21
2022-11-14,97.29,100.1199,98.49,98.77
2022-11-11,96.66,101.19,100.79,97.88
2022-11-10,91.65,98.69,96.63,92.935
2022-11-09,85.87,89.48,86.14,89.47
2022-11-08,88.23,91.72,89.98,90.79
2022-11-07,89.04,92.1,90.53,91.95
2022-11-04,88.04,92.44,90.98,91.49
2022-11-03,89.02,93.5,89.3,92.47
2022-11-02,92.01,97.74,92.12,97.315
2022-11-01,96.06,104.58,96.79,103.99
2022-10-31,100.74,104.87,102.44,103.56
2022-10-28,97.66,103.96,103.41,97.905
2022-10-27,109.77,114.12,110.96,113.92
2022-10-26,114.76,119.3457,115.66,116.0
2022-10-25,118.95,121.3152,120.6,119.65
2022-10-24,116.57,120.39,119.82,119.98
2022-10-21,114.5,119.59,119.32,114.792
2022-10-20,113.51,118.24,115.25,113.83
2022-10-19,113.22,116.5932,115.07,114.71
2022-10-18,114.79,119.52,116.36,119.06
2022-10-17,110.09,114.19,113.79,110.11
2022-10-14,106.6,114.96,106.9,114.1
2022-10-13,105.345,113.44,112.53,107.88
2022-10-12,111.4,113.83,112.9,112.49
2022-10-11,110.39,115.48,112.21,112.71
2022-10-10,112.43,116.25,113.67,115.1
2022-10-07,113.88,118.17,114.56,118.0
2022-10-06,119.5,121.53,120.3,120.77
2022-10-05,117.69,121.75,120.95,118.58
2022-10-04,119.79,123.0,121.09,119.89
2022-10-03,112.45,116.91,115.88,113.58
2022-09-30,112.84,116.92,113.0,114.075
2022-09-29,113.06,116.07,114.8,115.6
2022-09-28,113.8,118.7,118.01,114.38
2022-09-27,113.05,118.32,114.41,117.195
2022-09-26,113.13,117.34,115.15,113.295
2022-09-23,112.06,116.05,113.78,116.0
2022-09-22,116.26,118.79,117.31,117.08
2022-09-21,118.45,123.76,118.54,122.49
2022-09-20,121.14,124.3963,122.19,123.35
2022-09-19,121.8,124.71,124.66,122.16
2022-09-16,120.7,123.87,123.53,122.78
2022-09-15,125.495,130.37,126.28,127.38
2022-09-14,126.33,128.84,128.55,127.364
2022-09-13,126.27,131.4,126.82,131.01
2022-09-12,134.0,136.49,136.45,134.095
2022-09-09,130.76,133.69,133.27,130.91
2022-09-08,127.1,130.28,129.82,127.72
2022-09-07,125.4,129.82,129.48,126.12
2022-09-06,124.74,128.62,126.11,127.92
2022-09-02,126.39,131.38,127.51,129.5
2022-09-01,123.66,128.02,127.82,126.0
2022-08-31,126.74,130.59,126.77,129.45
2022-08-30,126.85,132.0745,128.73,131.25
2022-08-29,128.77,131.9499,129.79,129.9
2022-08-26,130.5,137.83,130.75,136.55
2022-08-25,134.28,137.42,137.28,135.26
2022-08-24,132.1,135.47,133.8,132.75
2022-08-23,132.95,134.99,133.62,133.41
2022-08-22,132.85,136.32,133.22,135.72
2022-08-19,137.9142,141.11,138.23,140.47
2022-08-18,140.38,142.77,142.3,141.32
2022-08-17,140.78,143.38,142.1,142.69
2022-08-16,142.0,146.57,144.78,143.905
2022-08-15,141.49,143.76,143.18,142.8
2022-08-12,140.1201,143.57,143.55,142.05
2022-08-11,139.76,144.49,140.64,143.86
2022-08-10,141.01,144.6,142.69,142.9
2022-08-09,136.21,138.9523,137.83,138.052
2022-08-08,138.29,144.23,139.41,142.05
2022-08-05,139.6,142.86,140.8,140.1
2022-08-04,139.55,143.56,142.57,140.58
2022-08-03,136.05,140.49,139.52,136.21
2022-08-02,134.09,137.44,134.16,134.72
2022-08-01,133.51,138.8339,135.39,134.96
2022-07-29,132.41,137.65,134.95,134.9
2022-07-28,118.08,122.84,122.28,121.57
2022-07-27,117.16,121.9,120.97,117.31
2022-07-26,114.53,118.15,114.81,115.79
2022-07-25,120.03,123.64,121.14,122.695
2022-07-22,121.3504,125.5,122.42,125.01
2022-07-21,121.26,124.85,124.63,123.2
2022-07-20,118.32,123.475,122.77,118.615
2022-07-19,114.03,118.95,118.21,115.7
2022-07-18,113.15,117.24,113.76,115.0
2022-07-15,111.59,115.59,113.55,112.5
2022-07-14,107.58,111.18,110.63,110.24
2022-07-13,106.01,111.78,110.4,107.03
2022-07-12,108.34,113.23,109.22,112.16
2022-07-11,110.87,114.3,111.75,114.08
2022-07-08,113.69,116.58,115.54,114.6
2022-07-07,113.49,116.99,116.33,113.85
2022-07-06,112.01,115.48,114.33,113.21
2022-07-05,106.3242,114.08,113.5,107.6
2022-07-01,105.8469,109.75,109.56,106.29
2022-06-30,102.52,108.18,106.21,108.11
2022-06-29,106.91,110.99,108.92,107.38
2022-06-28,107.04,114.85,107.4,113.5
2022-06-27,112.7,117.98,113.22,117.09
2022-06-24,111.43,116.71,116.46,112.38
2022-06-23,107.93,113.0,112.44,110.39
2022-06-22,107.02,112.13,108.95,107.43
2022-06-21,103.56,111.6299,108.68,108.2
2022-06-17,102.51,106.98,106.22,102.8
2022-06-16,102.01,104.58,103.66,104.47
2022-06-15,103.53,109.06,107.67,103.86
2022-06-14,101.43,104.88,102.31,104.19
2022-06-13,101.86,106.54,103.67,104.19
2022-06-10,109.05,114.5,109.65,113.415
2022-06-09,116.1,121.3,116.15,119.99
2022-06-08,120.75,123.75,121.18,122.61
2022-06-07,120.63,124.1,123.0,122.005
2022-06-06,123.81,128.99,124.79,125.245
2022-06-03,2420.929,2488.0,2447.0,2484.0
2022-06-02,2400.9,2512.2,2510.22,2433.68
2022-06-01,2412.445,2503.58,2433.68,2445.12
2022-05-31,2313.5,2439.8899,2404.19,2325.6
2022-05-27,2252.56,2303.74,2302.93,2271.0
2022-05-26,2149.07,2253.3099,2221.55,2159.4
2022-05-25,2073.0,2163.4999,2135.5,2073.11
2022-05-24,2025.2,2108.0,2082.0,2080.5
2022-05-23,2079.0,2176.375,2151.14,2169.22
2022-05-20,2100.1868,2197.9599,2151.82,2191.37
2022-05-19,2123.8581,2200.68,2146.38,2125.61
2022-05-18,2124.975,2257.06,2142.25,2228.79
2022-05-17,2225.53,2316.0,2307.37,2265.5
2022-05-16,2207.0827,2279.85,2216.21,2262.0
2022-05-13,2156.0,2263.68,2261.1,2181.38
2022-05-12,2048.11,2215.615,2138.61,2055.0
2022-05-11,2088.57,2203.12,2107.44,2162.07
2022-05-10,2143.42,2252.85,2177.18,2225.0
2022-05-09,2159.14,2280.0,2175.78,2226.25
2022-05-06,2261.625,2381.01,2295.45,2297.0
2022-05-05,2301.45,2469.98,2328.14,2460.0
2022-05-04,2383.66,2520.0,2518.57,2472.0
2022-05-03,2456.5,2524.41,2485.07,2481.07
2022-05-02,2367.5,2493.365,2490.0,2448.02
2022-04-29,2432.5,2615.22,2485.63,2596.98
