Date,Low,High,Close,Open
2019-01-03,1497.11,1538.0,1500.28,1520.01
2019-01-02,1460.93,1553.36,1539.13,1465.2
2018-12-31,1487.0,1520.76,1501.97,1510.8
2018-12-28,1449.0,1513.47,1478.02,1473.35
2018-12-27,1390.31,1469.0,1461.64,1454.2
2018-12-26,1363.01,1473.16,1470.9,1368.89
2018-12-24,1307.0,1396.03,1343.96,1346.0
2018-12-21,1363.96,1480.0,1377.45,1464.99
2018-12-20,1432.69,1509.5,1460.83,1484.0
2018-12-19,1483.18,1584.53,1495.08,1543.05
2018-12-18,1523.01,1567.55,1551.48,1540.0
2018-12-17,1505.01,1576.13,1520.91,1566.0
2018-12-14,1585.0,1642.57,1591.91,1638.0
2018-12-13,1641.5,1692.12,1658.38,1680.0
2018-12-12,1660.27,1704.99,1663.54,1669.0
2018-12-11,1619.6,1679.47,1643.24,1678.0
2018-12-10,1590.87,1657.99,1641.03,1623.84
2018-12-07,1625.46,1718.93,1629.13,1705.07
2018-12-06,1609.85,1701.05,1699.19,1614.87
2018-12-04,1665.0,1770.34,1668.4,1756.0
2018-12-03,1730.0,1778.34,1772.36,1769.46
2018-11-30,1666.5,1696.0,1690.17,1679.5
2018-11-29,1652.33,1689.99,1673.57,1674.99
2018-11-28,1601.22,1681.45,1677.75,1613.92
2018-11-27,1558.01,1597.65,1581.42,1575.99
2018-11-26,1524.22,1584.81,1581.33,1539.0
2018-11-23,1501.81,1536.2,1502.06,1517.0
2018-11-21,1515.0,1550.0,1516.73,1542.99
2018-11-20,1420.0,1534.75,1495.46,1437.5
2018-11-19,1503.36,1581.19,1512.29,1577.01
2018-11-16,1573.12,1614.48,1593.41,1587.5
2018-11-15,1546.51,1624.82,1619.44,1581.01
2018-11-14,1597.07,1673.0,1599.01,1656.32
2018-11-13,1613.75,1677.06,1631.17,1649.29
2018-11-12,1630.01,1708.55,1636.85,1698.24
2018-11-09,1701.87,1743.92,1712.43,1732.5
2018-11-08,1725.11,1784.0,1754.91,1755.0
2018-11-07,1664.08,1759.23,1755.49,1673.0
2018-11-06,1614.55,1665.0,1642.81,1618.35
2018-11-05,1596.36,1658.09,1627.8,1657.57
2018-11-02,1651.83,1697.44,1665.53,1678.59
2018-11-01,1598.44,1670.45,1665.53,1623.53
2018-10-31,1565.09,1623.91,1598.01,1569.99
2018-10-30,1476.36,1540.99,1530.42,1486.16
2018-10-29,1495.0,1665.74,1538.88,1660.0
2018-10-26,1603.0,1698.46,1642.81,1649.59
2018-10-25,1692.01,1794.81,1782.17,1703.34
2018-10-24,1656.56,1777.71,1664.2,1773.7
2018-10-23,1714.0,1776.34,1768.7,1742.24
2018-10-22,1756.0,1809.5,1789.3,1784.0
2018-10-19,1753.0,1809.1,1764.03,1785.16
2018-10-18,1767.87,1830.15,1770.72,1821.49
2018-10-17,1807.0,1845.0,1831.73,1842.79
2018-10-16,1761.55,1823.88,1819.96,1783.5
2018-10-15,1734.23,1795.05,1760.95,1795.0
2018-10-12,1742.53,1808.95,1788.61,1808.0
2018-10-11,1685.1,1755.4,1719.36,1724.0
2018-10-10,1754.41,1858.56,1755.25,1857.89
2018-10-09,1852.32,1896.68,1870.32,1859.99
2018-10-08,1830.66,1902.0,1864.42,1874.0
2018-10-05,1862.83,1929.08,1889.65,1917.99
2018-10-04,1896.57,1956.0,1909.42,1949.0
2018-10-03,1949.81,1989.7,1952.76,1981.7
2018-10-02,1965.77,2013.39,1971.31,1999.99
2018-10-01,2003.6,2033.19,2004.36,2021.99
2018-09-28,1996.46,2026.52,2003.0,2004.41
2018-09-27,1988.58,2016.16,2012.98,1993.24
2018-09-26,1961.52,1995.25,1974.85,1968.5
2018-09-25,1938.85,1975.91,1974.55,1942.9
2018-09-24,1865.0,1936.88,1934.36,1903.79
2018-09-21,1910.5,1957.31,1915.01,1954.22
2018-09-20,1932.25,1955.0,1944.3,1938.58
2018-09-19,1904.9,1940.83,1926.42,1940.5
2018-09-18,1915.44,1958.2,1941.05,1918.65
2018-09-17,1887.41,1956.82,1908.03,1954.73
2018-09-14,1959.22,1993.65,1970.19,1992.93
2018-09-13,1982.03,2008.76,1989.87,2000.0
2018-09-12,1962.44,2000.0,1990.0,1994.0
2018-09-11,1917.0,1988.88,1987.15,1928.27
2018-09-10,1931.52,1973.04,1939.01,1971.0
2018-09-07,1937.35,1975.2,1952.07,1938.71
2018-09-06,1935.21,2007.5,1958.31,2006.51
2018-09-05,1989.89,2040.38,1994.82,2038.11
2018-09-04,2013.0,2050.5,2039.51,2026.5
2018-08-31,2004.74,2022.38,2012.71,2007.0
2018-08-30,1986.9,2025.57,2002.38,1997.42
2018-08-29,1948.94,1998.69,1998.1,1953.45
2018-08-28,1928.82,1941.78,1932.82,1937.73
2018-08-27,1909.28,1927.7,1927.68,1915.0
2018-08-24,1902.54,1916.01,1905.39,1910.51
2018-08-23,1900.76,1919.5,1902.9,1907.17
2018-08-22,1876.64,1905.8,1904.9,1876.64
2018-08-21,1874.41,1897.75,1883.42,1880.0
2018-08-20,1866.06,1891.75,1876.71,1890.57
2018-08-17,1855.55,1888.0,1882.22,1885.8
2018-08-16,1883.55,1905.0,1886.52,1903.94
2018-08-15,1869.79,1916.21,1882.62,1909.55
2018-08-14,1900.0,1921.01,1919.65,1919.39
2018-08-13,1893.67,1925.0,1896.2,1898.5
2018-08-10,1878.21,1899.5,1886.3,1888.51
2018-08-09,1877.48,1914.57,1898.52,1882.0
2018-08-08,1854.5,1891.51,1886.52,1861.0
2018-08-07,1846.27,1869.72,1862.48,1854.53
2018-08-06,1818.92,1847.77,1847.75,1825.81
2018-08-03,1821.5,1841.0,1823.29,1837.74
2018-08-02,1786.0,1836.56,1834.33,1788.77
2018-08-01,1776.02,1798.44,1797.17,1784.0
2018-07-31,1739.32,1801.83,1777.44,1786.49
2018-07-30,1766.02,1829.5,1779.22,1827.33
2018-07-27,1806.53,1880.05,1817.27,1876.05
2018-07-26,1804.5,1844.68,1808.0,1839.0
2018-07-25,1822.64,1863.84,1863.61,1829.3
2018-07-24,1809.38,1840.0,1829.24,1829.01
2018-07-23,1769.99,1819.0,1802.0,1812.21
2018-07-20,1810.06,1834.84,1813.7,1825.01
2018-07-19,1811.27,1841.0,1812.97,1829.46
2018-07-18,1831.27,1858.88,1842.92,1848.0
2018-07-17,1797.38,1851.69,1843.93,1811.56
2018-07-16,1814.45,1841.95,1822.49,1821.95
2018-07-13,1795.23,1815.3,1813.03,1803.93
2018-07-12,1762.18,1798.0,1796.62,1764.51
2018-07-11,1734.0,1756.96,1755.0,1737.99
2018-07-10,1731.0,1750.0,1743.07,1738.53
2018-07-09,1716.23,1739.56,1739.02,1724.05
2018-07-06,1691.67,1715.27,1710.63,1696.0
2018-07-05,1682.15,1710.69,1699.73,1705.38
2018-07-03,1692.48,1725.0,1693.96,1723.96
2018-07-02,1678.06,1713.89,1713.78,1682.7
2018-06-29,1694.32,1723.41,1699.8,1717.0
2018-06-28,1661.17,1705.5,1701.45,1672.54
2018-06-27,1660.0,1711.95,1660.51,1708.11
2018-06-26,1663.34,1701.57,1691.09,1672.37
2018-06-25,1646.31,1705.0,1663.15,1702.51
2018-06-22,1711.9,1743.0,1715.67,1742.62
2018-06-21,1717.56,1763.1,1730.22,1760.0
2018-06-20,1741.36,1762.93,1750.08,1742.5
2018-06-19,1700.39,1736.11,1734.78,1709.04
2018-06-18,1702.56,1726.74,1723.79,1706.26
2018-06-15,1708.52,1720.87,1715.97,1714.0
2018-06-14,1708.87,1724.8,1723.86,1713.48
2018-06-13,1700.12,1713.75,1704.86,1702.81
2018-06-12,1691.52,1699.51,1698.75,1693.0
2018-06-11,1680.59,1694.24,1689.12,1681.51
2018-06-08,1673.01,1689.44,1683.99,1681.12
2018-06-07,1676.11,1699.9,1689.3,1698.56
2018-06-06,1686.47,1714.5,1695.75,1704.51
2018-06-05,1670.06,1699.0,1696.35,1672.99
2018-06-04,1645.49,1665.68,1665.27,1648.9
2018-06-01,1635.09,1646.73,1641.54,1637.03
2018-05-31,1621.35,1635.0,1629.62,1623.0
2018-05-30,1612.93,1626.0,1624.89,1618.1
2018-05-29,1600.15,1621.79,1612.87,1600.71
2018-05-25,1600.45,1614.12,1610.15,1603.0
2018-05-24,1588.38,1608.24,1603.07,1598.03
2018-05-23,1566.34,1601.86,1601.86,1571.05
2018-05-22,1575.25,1589.89,1581.4,1589.89
2018-05-21,1575.0,1592.05,1585.46,1585.0
2018-05-18,1572.1,1583.59,1574.37,1581.33
2018-05-17,1573.0,1594.04,1581.76,1580.56
2018-05-16,1576.67,1594.43,1587.28,1577.5
2018-05-15,1565.22,1587.8,1576.12,1587.8
2018-05-14,1600.05,1611.18,1601.54,1604.0
2018-05-11,1597.89,1611.1,1602.91,1610.99
2018-05-10,1603.44,1615.6,1609.08,1608.48
2018-05-09,1592.0,1608.0,1608.0,1600.0
2018-05-08,1582.51,1596.88,1592.39,1595.0
2018-05-07,1587.83,1606.95,1600.14,1589.34
2018-05-04,1562.19,1584.9,1580.95,1562.45
2018-05-03,1546.02,1574.8,1572.08,1560.01
2018-05-02,1566.36,1588.5,1569.68,1580.98
2018-05-01,1552.18,1585.0,1582.26,1563.22
2018-04-30,1560.94,1596.0,1566.13,1582.5
2018-04-27,1567.39,1638.1,1572.62,1634.01
2018-04-26,1478.5,1529.42,1517.96,1485.01
2018-04-25,1415.02,1469.99,1460.17,1458.0
2018-04-24,1448.45,1539.5,1460.09,1535.8
2018-04-23,1503.41,1548.0,1517.86,1546.69
2018-04-20,1516.09,1561.2,1527.49,1561.2
2018-04-19,1539.06,1568.52,1556.91,1543.22
2018-04-18,1504.11,1533.8,1527.84,1514.65
2018-04-17,1457.02,1507.19,1503.83,1462.3
2018-04-16,1427.48,1447.0,1441.5,1445.0
2018-04-13,1424.52,1459.78,1430.79,1449.14
2018-04-12,1435.06,1452.12,1448.5,1439.5
2018-04-11,1424.89,1448.78,1427.05,1439.44
2018-04-10,1415.7,1438.38,1436.22,1431.99
2018-04-09,1402.57,1438.48,1406.08,1425.03
2018-04-06,1400.26,1452.5,1405.23,1429.97
2018-04-05,1427.07,1459.56,1451.75,1441.99
2018-04-04,1352.88,1415.39,1410.57,1358.24
2018-04-03,1355.33,1414.0,1392.05,1391.38
2018-04-02,1355.0,1421.36,1371.99,1417.62
2018-03-29,1365.2,1455.47,1447.34,1406.0
2018-03-28,1386.17,1455.9,1431.42,1447.0
2018-03-27,1482.32,1575.97,1497.05,1572.4
2018-03-26,1499.25,1556.99,1555.86,1530.0
2018-03-23,1495.36,1549.02,1495.56,1539.01
2018-03-22,1542.4,1573.85,1544.92,1565.47
2018-03-21,1563.17,1590.0,1581.86,1586.45
2018-03-20,1545.41,1587.0,1586.51,1550.34
2018-03-19,1525.35,1561.66,1544.93,1554.53
2018-03-16,1567.5,1589.44,1571.68,1583.45
2018-03-15,1578.11,1596.91,1582.32,1595.0
2018-03-14,1590.89,1606.44,1591.0,1597.0
2018-03-13,1578.01,1617.54,1588.18,1615.96
2018-03-12,1586.7,1605.33,1598.39,1592.6
2018-03-09,1559.08,1578.94,1578.89,1563.5
2018-03-08,1545.25,1554.88,1551.86,1550.0
2018-03-07,1522.51,1545.9,1545.0,1526.52
2018-03-06,1528.0,1542.13,1537.64,1533.2
2018-03-05,1481.0,1525.38,1523.61,1494.24
2018-03-02,1455.01,1501.05,1500.25,1469.1
2018-03-01,1465.0,1518.49,1493.45,1513.6
2018-02-28,1512.0,1528.7,1512.45,1519.51
2018-02-27,1507.21,1526.78,1511.98,1524.5
2018-02-26,1507.0,1522.84,1521.95,1509.2
2018-02-23,1486.5,1500.0,1500.0,1495.34
2018-02-22,1475.76,1502.54,1485.34,1495.36
2018-02-21,1478.92,1503.49,1482.92,1485.0
2018-02-20,1446.49,1488.77,1468.35,1446.49
2018-02-16,1446.56,1465.8,1448.69,1457.37
2018-02-15,1436.84,1468.94,1461.76,1466.89
2018-02-14,1403.36,1452.06,1451.05,1406.25
2018-02-13,1383.53,1419.72,1414.51,1385.93
2018-02-12,1344.01,1393.81,1386.23,1364.67
2018-02-09,1265.93,1383.5,1339.6,1373.49
2018-02-08,1349.94,1433.75,1350.5,1429.68
2018-02-07,1415.15,1460.99,1416.78,1449.0
2018-02-06,1351.79,1443.99,1442.84,1361.46
2018-02-05,1320.72,1458.98,1390.0,1402.62
2018-02-02,1414.0,1498.0,1429.95,1477.39
2018-02-01,1385.14,1459.88,1390.0,1445.0
2018-01-31,1450.04,1472.58,1450.89,1451.3
2018-01-30,1392.0,1439.25,1437.82,1403.17
2018-01-29,1400.44,1431.39,1417.68,1409.18
2018-01-26,1380.91,1402.53,1402.05,1392.01
2018-01-25,1357.62,1378.34,1377.95,1368.0
2018-01-24,1338.0,1388.16,1357.51,1374.82
2018-01-23,1337.34,1364.9,1362.54,1338.09
2018-01-22,1296.66,1327.45,1327.31,1297.17
2018-01-19,1292.99,1313.0,1294.58,1312.0
2018-01-18,1284.02,1304.6,1293.32,1293.95
2018-01-17,1280.88,1314.0,1295.0,1312.24
2018-01-16,1292.3,1339.94,1304.86,1323.0
2018-01-12,1273.39,1305.76,1305.2,1273.39
2018-01-11,1256.46,1276.77,1276.68,1259.74
2018-01-10,1237.23,1254.33,1254.33,1245.15
2018-01-09,1241.76,1259.33,1252.7,1256.9
2018-01-08,1232.03,1253.08,1246.87,1236.0
2018-01-05,1210.0,1229.14,1229.14,1217.51
2018-01-04,1204.66,1215.87,1209.59,1205.0
2018-01-03,1188.3,1205.49,1204.2,1188.3
2018-01-02,1170.51,1190.0,1189.01,1172.0
2017-12-29,1167.5,1184.0,1169.47,1182.35
2017-12-28,1184.38,1190.1,1186.1,1189.0
2017-12-27,1175.61,1187.29,1182.26,1179.91
2017-12-26,1160.55,1178.32,1176.76,1168.36
2017-12-22,1167.83,1174.62,1168.36,1172.08
2017-12-21,1167.64,1179.17,1174.76,1175.9
2017-12-20,1176.0,1191.0,1177.62,1190.5
2017-12-19,1179.14,1192.97,1187.38,1189.15
2017-12-18,1180.91,1194.78,1190.58,1187.37
2017-12-15,1169.33,1182.75,1179.14,1179.03
2017-12-14,1162.45,1177.93,1174.26,1163.71
2017-12-13,1160.27,1170.87,1164.13,1170.0
2017-12-12,1161.61,1173.6,1165.08,1166.51
2017-12-11,1157.0,1169.9,1168.92,1164.6
2017-12-08,1157.1,1172.79,1162.0,1170.4
2017-12-07,1151.0,1163.19,1159.79,1156.59
2017-12-06,1136.08,1155.89,1152.35,1137.99
2017-12-05,1124.74,1159.27,1141.57,1128.26
2017-12-04,1128.0,1175.2,1133.95,1173.85
2017-12-01,1152.0,1179.65,1162.35,1172.05
2017-11-30,1160.0,1178.57,1176.75,1167.1
2017-11-29,1145.19,1194.8,1161.27,1194.8
2017-11-28,1188.52,1205.34,1193.6,1204.88
2017-11-27,1191.15,1213.41,1195.83,1202.66
2017-11-24,1160.7,1186.84,1186.0,1160.7
2017-11-22,1141.0,1160.27,1156.16,1141.0
2017-11-21,1128.2,1140.0,1139.49,1132.86
2017-11-20,1122.55,1133.42,1126.31,1129.77
2017-11-17,1125.81,1138.8,1129.88,1138.28
2017-11-16,1130.05,1138.16,1137.29,1130.16
2017-11-15,1121.63,1131.75,1126.69,1127.01
2017-11-14,1123.89,1138.0,1136.84,1130.11
2017-11-13,1122.34,1139.9,1129.17,1123.0
2017-11-10,1124.06,1131.75,1125.35,1126.1
2017-11-09,1115.77,1129.62,1129.13,1125.96
2017-11-08,1119.11,1135.54,1132.88,1122.82
2017-11-07,1117.5,1130.6,1123.17,1124.74
2017-11-06,1108.77,1125.41,1120.66,1109.15
2017-11-03,1088.52,1112.68,1111.6,1091.15
2017-11-02,1086.87,1101.94,1094.22,1097.81
2017-11-01,1096.74,1108.97,1103.68,1105.4
2017-10-31,1101.12,1110.54,1105.28,1109.0
2017-10-30,1093.56,1122.79,1110.85,1095.01
2017-10-27,1050.55,1105.58,1100.95,1058.14
2017-10-26,968.55,982.9,972.43,980.33
2017-10-25,966.24,984.44,972.91,978.0
2017-10-24,965.0,979.85,975.9,969.0
2017-10-23,962.5,986.775,966.3,986.73
2017-10-20,982.0,994.62,982.91,993.53
2017-10-19,980.24,991.05,986.61,990.0
2017-10-18,996.55,1022.31,997.0,1009.27
2017-10-17,1004.38,1011.47,1009.13,1005.59
2017-10-16,1001.04,1009.57,1006.34,1008.44
2017-10-13,1001.03,1007.77,1002.94,1007.0
2017-10-12,992.4,1008.44,1000.93,996.81
2017-10-11,986.695,995.5,995.0,991.27
2017-10-10,980.099,997.95,987.2,996.67
2017-10-09,987.5,998.5,990.99,993.24
2017-10-06,975.64,995.75,989.58,975.64
2017-10-05,969.64,981.51,980.85,970.0
2017-10-04,954.05,967.79,965.45,954.21
2017-10-03,950.37,963.69,957.1,958.0
2017-10-02,952.1201,967.305,959.19,964.0
2017-09-29,958.375,964.83,961.35,960.11
2017-09-28,950.101,959.7,956.4,951.86
2017-09-27,943.3,955.3,950.87,948.0
2017-09-26,931.75,948.63,938.6,945.49
2017-09-25,932.89,949.42,939.79,949.31
2017-09-22,954.42,965.61,955.1,961.01
2017-09-21,962.02,971.7,964.65,971.31
2017-09-20,962.1626,974.81,973.21,971.79
2017-09-19,967.46,978.24,969.86,977.25
2017-09-18,968.17,992.7922,974.19,990.4
2017-09-15,984.03,996.25,986.79,993.01
2017-09-14,987.74,998.56,992.21,996.8
2017-09-13,979.42,1000.0,999.6,983.97
2017-09-12,975.517,984.6718,982.58,983.27
2017-09-11,974.22,981.94,977.96,974.46
2017-09-08,963.47,979.88,965.9,979.1
2017-09-07,972.55,980.59,979.47,974.0
2017-09-06,960.6,971.84,967.8,968.32
2017-09-05,960.37,976.7699,965.27,975.4
2017-09-01,976.875,984.5,978.25,984.2
2017-08-31,972.76,981.0,980.6,974.7
2017-08-30,956.9062,969.41,967.59,958.44
2017-08-29,936.33,956.0,954.06,940.0
2017-08-28,942.25,953.0,946.02,946.54
2017-08-25,944.1,957.621,945.26,956.0
2017-08-24,941.14,959.0,952.45,957.42
2017-08-23,954.2,962.0,958.0,959.38
2017-08-22,955.495,967.93,966.9,955.52
2017-08-21,945.46,961.2,953.29,957.57
2017-08-18,954.65,965.43,958.47,961.4
2017-08-17,960.32,977.84,960.57,977.84
2017-08-16,973.22,986.4605,978.18,981.65
2017-08-15,982.0,991.74,982.74,988.9
2017-08-14,976.19,985.5,983.3,978.41
2017-08-11,951.38,970.39,967.99,960.0
2017-08-10,954.68,979.86,956.92,976.295
2017-08-09,975.27,988.0,982.01,982.6
2017-08-08,985.79,996.28,989.84,994.35
2017-08-07,987.14,995.0,992.27,990.65
2017-08-04,982.0,991.672,987.58,989.68
2017-08-03,984.59,999.5,986.92,999.47
2017-08-02,981.73,1003.21,995.89,1001.77
2017-08-01,991.58,1006.4,996.19,996.11
2017-07-31,987.02,1019.05,987.78,1019.05
2017-07-28,1001.0,1032.85,1020.04,1012.14
2017-07-27,1040.18,1083.31,1046.0,1069.55
2017-07-26,1043.2,1053.2,1052.8,1043.2
2017-07-25,1032.48,1043.33,1039.87,1038.05
2017-07-24,1027.43,1043.01,1038.95,1028.34
2017-07-21,1011.0,1026.1,1025.67,1021.28
2017-07-20,1022.52,1034.97,1028.7,1031.59
2017-07-19,1022.5,1031.59,1026.87,1025.0
2017-07-18,1004.0,1026.03,1024.45,1006.0
2017-07-17,1003.81,1014.75,1010.04,1004.69
2017-07-14,996.89,1004.45,1001.81,1002.4
2017-07-13,995.9,1006.88,1000.63,1004.62
2017-07-12,998.1,1008.55,1006.51,1000.65
2017-07-11,983.72,995.99,994.13,993.0
2017-07-10,983.5,999.4392,996.47,985.0
2017-07-07,969.14,980.11,978.76,969.55
2017-07-06,959.02,974.4,965.14,964.66
2017-07-05,955.25,975.0,971.4,961.53
2017-07-03,951.0001,974.49,953.66,972.79
2017-06-30,967.61,983.47,968.0,980.12
2017-06-29,965.25,987.56,975.93,979.0
2017-06-28,969.21,990.68,990.33,978.55
2017-06-27,976.0,998.8,976.78,990.69
2017-06-26,992.0,1009.8,993.98,1008.5
2017-06-23,998.02,1004.62,1003.74,1002.54
2017-06-22,997.2,1006.96,1001.3,1002.23
2017-06-21,992.6518,1002.72,1002.23,998.7
2017-06-20,992.02,1004.88,992.59,998.0
2017-06-19,989.9,1017.0,995.17,1017.0
2017-06-16,982.0,999.75,987.71,996.0
2017-06-15,950.86,965.73,964.17,958.7
2017-06-14,966.71,990.34,976.47,988.59
2017-06-13,966.1,984.5,980.79,977.99
2017-06-12,945.0,975.95,964.91,967.0
2017-06-09,927.0,1012.99,978.31,1012.5
2017-06-08,1006.11,1013.61,1010.27,1012.06
2017-06-07,1002.0,1010.25,1010.07,1005.95
2017-06-06,1001.25,1016.5,1003.0,1012.0
2017-06-05,1003.51,1013.21,1011.34,1007.23
2017-06-02,995.67,1008.48,1006.73,998.99
2017-06-01,991.37,998.99,995.95,998.59
2017-05-31,982.16,1000.12,994.62,1000.0
2017-05-30,995.52,1001.2,996.7,996.51
2017-05-26,989.2491,998.65,995.78,995.0
2017-05-25,982.11,999.0,993.38,984.85
2017-05-24,970.23,981.0,980.35,976.0
2017-05-23,966.85,975.2,971.54,975.02
2017-05-22,962.9,971.38,970.67,964.0
2017-05-19,959.72,968.92,959.84,962.84
2017-05-18,944.76,962.75,958.49,944.8
2017-05-17,944.12,960.3957,944.76,954.7
2017-05-16,960.91,970.06,966.07,961.0
2017-05-15,956.055,963.15,957.97,958.73
2017-05-12,951.53,962.79,961.35,954.5
2017-05-11,940.775,950.29,947.62,945.11
2017-05-10,945.0,953.7499,948.95,953.5
2017-05-09,950.2,957.89,952.82,952.8
2017-05-08,939.21,949.05,949.04,940.95
2017-05-05,930.3,940.79,934.15,940.52
2017-05-04,934.215,945.0,937.53,944.75
2017-05-03,935.9,946.0,941.03,946.0
2017-05-02,941.413,950.1,946.94,946.645
2017-05-01,927.8,954.4,948.23,927.8
2017-04-28,924.3335,949.59,924.99,948.83
2017-04-27,912.11,921.86,918.38,914.39
2017-04-26,907.56,915.749,909.29,910.3
2017-04-25,903.0,909.48,907.62,907.04
2017-04-24,903.82,909.99,907.41,908.68
2017-04-21,896.77,903.65,898.53,902.67
2017-04-20,896.29,905.32,902.06,899.7
2017-04-19,897.369,910.5,899.2,907.84
2017-04-18,900.78,909.61,903.78,900.99
2017-04-17,887.5,902.38,901.99,887.5
2017-04-13,884.49,894.97,884.67,891.45
2017-04-12,895.2501,904.09,896.23,903.09
2017-04-11,897.5,911.24,902.36,907.04
2017-04-10,899.0,908.51,907.04,899.63
2017-04-07,889.31,900.09,894.88,899.65
2017-04-06,894.4927,917.1899,898.28,913.8
2017-04-05,905.62,923.72,909.28,910.82
2017-04-04,890.28,908.5384,906.83,891.5
2017-04-03,885.42,893.49,891.51,888.0
2017-03-31,876.65,890.35,886.54,877.0
2017-03-30,871.66,877.06,876.34,874.95
2017-03-29,859.02,876.438,874.32,859.05
2017-03-28,850.1,858.46,856.0,851.75
2017-03-27,833.5,850.3,846.82,838.07
2017-03-24,843.53,851.8,845.61,851.68
2017-03-23,844.8,850.89,847.38,848.2
2017-03-22,839.05,849.37,848.06,840.43
2017-03-21,841.31,862.795,843.2,858.84
2017-03-20,851.01,857.8,856.97,851.51
2017-03-17,850.64,853.83,852.31,853.49
2017-03-16,850.51,855.5,853.42,855.3
2017-03-15,847.11,854.45,852.97,854.33
2017-03-14,847.55,853.75,852.53,853.55
2017-03-13,851.71,855.69,854.59,851.77
2017-03-10,851.72,857.35,852.46,857.0
2017-03-09,850.31,856.3999,853.0,851.0
2017-03-08,846.79,853.07,850.5,848.0
2017-03-07,843.75,848.46,846.02,845.48
2017-03-06,841.12,848.49,846.61,845.23
2017-03-03,846.27,851.985,849.88,847.2
2017-03-02,847.28,854.82,848.91,853.08
2017-03-01,849.01,854.83,853.08,853.05
2017-02-28,842.05,854.09,845.04,851.45
2017-02-27,839.67,852.5,848.64,842.38
2017-02-24,837.7501,845.81,845.24,844.69
2017-02-23,848.0,860.86,852.19,857.57
2017-02-22,852.18,858.43,855.61,856.95
2017-02-21,847.25,857.98,856.44,848.84
2017-02-17,840.73,847.27,845.07,842.0
2017-02-16,839.375,845.0,844.14,841.84
2017-02-15,832.82,842.81,842.7,834.0
2017-02-14,831.4522,838.31,836.39,837.0
2017-02-13,828.55,842.9999,836.53,831.62
2017-02-10,822.85,828.0,827.46,823.82
2017-02-09,819.71,825.0,821.36,821.6
2017-02-08,812.5,821.479,819.71,812.69
2017-02-07,807.5,816.16,812.5,809.31
2017-02-06,803.0,810.72,807.64,809.8
2017-02-03,804.0,818.3,810.2,806.72
2017-02-02,828.26,842.49,839.95,836.59
2017-02-01,824.94,833.78,832.35,829.21
2017-01-31,819.56,826.99,823.48,823.75
2017-01-30,816.38,833.5,830.38,833.0
2017-01-27,829.44,839.7,835.77,839.0
2017-01-26,833.0,843.84,839.15,835.53
2017-01-25,825.288,837.4183,836.52,825.79
2017-01-24,814.5,823.99,822.44,822.0
2017-01-23,805.08,818.5,817.88,806.8
2017-01-20,806.26,816.02,808.33,815.28
2017-01-19,807.32,813.51,809.04,810.0
2017-01-18,804.27,811.73,807.48,809.5
2017-01-17,803.44,816.0,809.72,815.7
2017-01-13,811.4,821.65,817.14,814.32
2017-01-12,799.5,814.13,813.64,800.31
2017-01-11,789.51,799.5,799.02,793.66
2017-01-10,789.5434,798.0,795.9,796.6
2017-01-09,791.77,801.7742,796.92,798.0
2017-01-06,778.48,799.44,795.99,782.36
2017-01-05,760.2557,782.3999,780.45,761.55
2017-01-04,754.2,759.68,757.18,758.39
2017-01-03,747.7,758.7595,753.67,757.92
2016-12-30,748.28,767.3999,749.87,766.47
2016-12-29,760.85,773.4,765.15,772.4
2016-12-28,770.5,780.0,772.13,776.25
2016-12-27,761.2,774.65,771.4,763.4
2016-12-23,757.99,766.5,760.59,764.55
2016-12-22,763.02,771.21,766.34,768.12
2016-12-21,765.7,771.22,770.6,770.0
2016-12-20,767.71,774.39,771.22,768.65
2016-12-19,756.16,770.5,766.0,758.89
2016-12-16,754.0,765.13,757.77,765.0
2016-12-15,760.31,769.1,761.0,766.28
2016-12-14,762.81,780.86,768.82,778.25
2016-12-13,762.0,782.46,774.34,764.96
2016-12-12,757.2,766.89,760.12,766.4
2016-12-09,765.34,770.25,768.66,770.0
2016-12-08,765.19,773.79,767.33,771.87
2016-12-07,755.82,770.42,770.42,764.55
2016-12-06,757.25,768.24,764.72,763.99
2016-12-05,742.0,761.49,759.36,745.0
2016-12-02,736.7,748.4903,740.34,743.4
2016-12-01,738.03,753.37,743.65,752.41
2016-11-30,750.25,768.09,750.57,762.0
2016-11-29,761.32,769.89,762.52,768.0
2016-11-28,764.24,777.0,766.77,776.99
2016-11-25,777.9,786.75,780.37,786.5
2016-11-23,773.12,781.75,780.12,781.73
2016-11-22,781.0,792.4,785.33,788.17
2016-11-21,765.11,780.35,780.0,766.0
2016-11-18,757.6435,767.74,760.16,761.0
2016-11-17,748.0,757.5,756.4,749.32
2016-11-16,735.61,749.87,746.49,739.88
2016-11-15,725.99,746.78,743.24,730.0
2016-11-14,710.1,746.0,719.07,745.51
2016-11-11,728.9,743.26,739.01,735.73
2016-11-10,717.7,778.83,742.38,778.81
2016-11-09,760.09,777.5,771.88,764.0
2016-11-08,779.1,791.7399,787.75,784.97
2016-11-07,770.94,787.732,784.93,771.64
2016-11-04,753.2301,766.0,755.05,762.79
2016-11-03,764.0,777.0,767.03,765.05
2016-11-02,763.55,784.75,765.56,783.93
2016-11-01,776.713,800.84,785.41,799.0
2016-10-31,780.11,793.7,789.82,781.03
2016-10-28,774.61,789.49,776.32,782.0
2016-10-27,815.43,831.72,818.36,831.24
2016-10-26,820.0,833.44,822.59,832.76
